name,objectID,picIDs,picURLs,categoryName,typeName,period,dynasty,year
清乾隆豆青釉笔掭,68ce3cbfd03f481e9fdd14faa265818d,"201901291141261608422,201901291141261608427","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10614/THUMB/40_艺10614-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10614/THUMB/40_艺10614-F-01.jpg",瓷器,NA,清,乾隆,1765.5
清乾隆仿哥釉花插,69bfd84aa6864a14841d0bae569a2ccd,"201901291141261608221,201901291141261608226","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10582/THUMB/40_艺10582-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10582/THUMB/40_艺10582-F-01.jpg",瓷器,NA,清,乾隆,1765.5
清乾隆豆青釉葫芦瓶,6e1b66da86ea4fc092d89f86d82b4fce,"201901291141261608336,201904261020551229","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10600/THUMB/40_艺10600-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_09cd78ce907c469bbb0a10d5925dc595.jpg",瓷器,瓶,清,乾隆,1765.5
清雍正柠檬黄釉杯,6ed279ea0d95415bbb4b483f56cb07fc,"201901291141261606469,201901291141261606474","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10292/THUMB/40_艺10292-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10292/THUMB/40_艺10292-F-01.jpg",瓷器,杯,清,雍正,1728.5
清乾隆青花花卉纹围棋盖罐,703910b5e13542588656ada9166d08ac,"201901291141261607695,201901291141261607700","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10496/THUMB/40_艺10496-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10496/THUMB/40_艺10496-F-02.jpg",瓷器,罐,清,乾隆,1765.5
清康熙黄地紫绿彩双龙纹碟,714969b62d1047ab9b636f7edd4afd42,"201901291141261605738,201901291141261605742,201901291141261605743","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10174/THUMB/40_艺10174-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10174/THUMB/40_艺10174-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10174/THUMB/40_艺10174-F-01.jpg",瓷器,碟,清,康熙,1691.5
清康熙青花缠枝莲纹盘,717ec0c29ac14a9187878094c4bc49c9,201901291141261606207,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10249/THUMB/40_艺10249-A-01.jpg,瓷器,盘,清,康熙,1691.5
清乾隆青花缠枝莲纹花盆,71d99024379042178d28da50b251dbe0,"201901291141261607527,201901291141261607528","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10467/THUMB/40_艺10467-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10467/THUMB/40_艺10467-A-02.jpg",瓷器,盆,清,乾隆,1765.5
清嘉庆青花莲托八宝万寿无疆纹碗,73d350eef5a0463a940fe049d595fb5b,"201901291141261608446,201901291141261608449,201901291141261608450","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10618/THUMB/40_艺10618-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10618/THUMB/40_艺10618-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10618/THUMB/40_艺10618-F-01.jpg",瓷器,碗,清,嘉庆,1808.0
清康熙青花贯套纹杯,7431a03d25294d2195ffe2fb138cb466,"201901291141261606183,201901291141261606188","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10245/THUMB/40_艺10245-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10245/THUMB/40_艺10245-F-01.jpg",瓷器,杯,清,康熙,1691.5
清道光青花龙纹双耳葫芦瓶,74db2a1113ca42b3a4aebf043026923b,"201901291141261608869,201901291141261608874","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10688/THUMB/40_艺10688-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10688/THUMB/40_艺10688-F-01.jpg",瓷器,瓶,清,道光,1835.0
清康熙青花红彩龙纹盘,7591f6b798114a649501e5c6d44b84ff,"201901291141261606363,201901291141261606367,201901291141261606368","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10274/THUMB/40_艺10274-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10274/THUMB/40_艺10274-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10274/THUMB/40_艺10274-F-01.jpg",瓷器,盘,清,康熙,1691.5
清乾隆祭蓝釉描金百寿纹瓶,7771e36dc5654f3d95c93d80934602ed,201901291141261608155,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10571/THUMB/40_艺10571-A-01.jpg,瓷器,瓶,清,乾隆,1765.5
清乾隆黄地清乾隆青花九桃纹盘,78c8fe53ef8047f9aeb24d4b95b47f69,"201901291141261607521,201901291141261607525,201901291141261607526","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10466/THUMB/40_艺10466-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10466/THUMB/40_艺10466-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10466/THUMB/40_艺10466-F-01.jpg",瓷器,盘,清,乾隆,1765.5
清乾隆粉青釉描金鱼形磬,7a29000aff334b2ebb94a0a4e43d2cc6,201901291141261608410,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10612/THUMB/40_艺10612-A-01.jpg,瓷器,NA,清,乾隆,1765.5
清乾隆粉彩座佛像,7ad7534f828244ed9929466550964871,201901291141261607988,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10543/THUMB/40_艺10543-A-01.jpg,瓷器,像,清,乾隆,1765.5
明正德黄釉盘,7cdc4f4ea2bf429d89283e57b112d63b,"201901291141261605535,201901291141261605537","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10137/THUMB/40_艺10137-A-03.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10137/THUMB/40_艺10137-F-01.jpg",瓷器,盘,明,正德,1513.0
清乾隆白釉龙蝠纹水盛,7cdcd310e46c4adabba7303fa95710c7,201901291141261608276,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10591/THUMB/40_艺10591-A-01.jpg,瓷器,NA,清,乾隆,1765.5
清雍正窑变釉荷叶式笔掭,7e6ac039c1984fffbb1923cada5e3f39,"201901291141261606623,201901291141261606625","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10317/THUMB/40_艺10317-A-04.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10317/THUMB/40_艺10317-F-01.jpg",瓷器,NA,清,雍正,1728.5
清道光酱釉折腰碗,7e74d678ea4c4de7ac018371e3aa5644,"201901291141261608712,201901291141261608717","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10662/THUMB/40_艺10662-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10662/THUMB/40_艺10662-F-01.jpg",瓷器,碗,清,道光,1835.0
清乾隆茶叶末釉瓶,7f15691e6a704d09a90eee712ca22c40,"201901291141261607893,201901291141261607898","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10528/THUMB/40_艺10528-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10528/THUMB/40_艺10528-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清乾隆酱釉折腰碗,818dde7255cc4fc782c022893a74db83,"201901291141261607913,201901291141261607918","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10531/THUMB/40_艺10531-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10531/THUMB/40_艺10531-F-01.jpg",瓷器,碗,清,乾隆,1765.5
民国淡描红彩仙人祝寿纹碗,821c8f5b3b3f449f8fbe4d6d30897388,"201901291141261620535,201904261051431242","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12540/THUMB/40_艺12540-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_e0a3481e8e994328b35c5c319a57ef39.jpg",瓷器,碗,民,民国,1930.5
清嘉庆青花釉里红双狮纹碗,82d50edb339047cfa0655f70c3a52072,"201901291141261608451,201901291141261608455,201901291141261608456","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10619/THUMB/40_艺10619-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10619/THUMB/40_艺10619-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10619/THUMB/40_艺10619-F-01.jpg",瓷器,碗,清,嘉庆,1808.0
清雍正豆青釉筒瓶,838e5a59d46e422a9955aafc7a088cbd,"201901291141261606579,201901291141261606584","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10310/THUMB/40_艺10310-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10310/THUMB/40_艺10310-F-01.jpg",瓷器,瓶,清,雍正,1728.5
清雍正青花卷草纹瓶,83a859a367e4442b94a8c2ecd5959baa,"201901291141261607456,201901291141261607459","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10455/THUMB/40_艺10455-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10455/THUMB/40_艺10455-D-01.jpg",瓷器,瓶,清,雍正,1728.5
清乾隆粉彩八宝纹双耳鼎炉,8620471b9faa44f38da90d418c7d744f,201901291141261607982,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10542/THUMB/40_艺10542-A-01.jpg,瓷器,炉,清,乾隆,1765.5
清乾隆青花莲托梵文高足碗,87ef9dc65be842e3ae6d02f7f22a9c23,"201901291141261615413,201901291141261615417,201901291141261615418","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11741/THUMB/40_艺11741-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11741/THUMB/40_艺11741-E-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11741/THUMB/40_艺11741-F-01.jpg",瓷器,碗,清,乾隆,1765.5
清康熙豆青釉葵式洗,8b49d77d10074b3ab8b5e54f0dab4b74,"201901291141261605826,201901291141261605830","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10190/THUMB/40_艺10190-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10190/THUMB/40_艺10190-F-01.jpg",瓷器,洗,清,康熙,1691.5
清光绪青花“天下第一泉”祭文罐,8c5c836293de42e1aba22cd8621382fb,"201901291141261610022,201901291141261610027","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10873/THUMB/40_艺10873-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10873/THUMB/40_艺10873-F-01.jpg",瓷器,罐,清,光绪,1891.5
清乾隆窑变釉双耳瓶,8cb08c6b293a4666931ddd158fd5d2b7,"201901291141261608262,201904261017581228","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10589/THUMB/40_艺10589-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_829aeed5522d47b48aff3e7adde43de8.jpg",瓷器,瓶,清,乾隆,1765.5
清道光红彩描金龙纹杯,910112d21fa7488e902058adee308944,"201901291141261609089,201901291141261609094","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10723/THUMB/40_艺10723-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10723/THUMB/40_艺10723-F-01.jpg",瓷器,杯,清,道光,1835.0
清雍正洒蓝釉鸡心碗,911174c693a347ceb8697812d9c6bc71,"201901291141261606789,201901291141261606791","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10344/THUMB/40_艺10344-A-04.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10344/THUMB/40_艺10344-F-01.jpg",瓷器,碗,清,雍正,1728.5
清光绪仿钧釉四方洗,92630192994e4757a954712b366db0be,"201901291141261620153,201901291141261620158","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12470/THUMB/40_艺12470-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺12470/THUMB/40_艺12470-F-01.jpg",瓷器,洗,清,光绪,1891.5
清雍正釉里红三鱼纹碗,92b3f83cb7924619b672ae5181469bf6,"201901291141261607461,201901291141261607464","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10456/THUMB/40_艺10456-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10456/THUMB/40_艺10456-F-01.jpg",瓷器,碗,清,雍正,1728.5
明嘉靖斗彩灵芝纹折腰盘,93171162dfe14933aa4fddc91b087f35,"201901291141261605609,201901291141261605612","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10150/THUMB/40_艺10150-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10150/THUMB/40_艺10150-E-02.jpg",瓷器,盘,明,嘉靖,1543.5
清光绪黄地粉彩花蝶纹葫芦瓶,9421162c5e79464e884468c6b8d4d2b9,"201901291141261609823,201904261034461234","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10841/THUMB/40_艺10841-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_23e6d8befcd94d53b0aa3744d807e0a5.jpg",瓷器,瓶,清,光绪,1891.5
清雍正青花红彩云蝠纹碗,95d504acfb784a58bc564d7ea548f22c,"201901291141261607465,201901291141261607470","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10457/THUMB/40_艺10457-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10457/THUMB/40_艺10457-F-01.jpg",瓷器,碗,清,雍正,1728.5
清乾隆影青刻花高足碗,980fc5da2ab24a39bab50fdaac32684a,"201901291141261608282,201901291141261608285,201901291141261608286","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10592/THUMB/40_艺10592-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10592/THUMB/40_艺10592-E-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10592/THUMB/40_艺10592-F-01.jpg",瓷器,碗,清,乾隆,1765.5
清乾隆青花莲托八宝纹盉壶,996c37bb490b4bcf9bf4ec8ee59663d6,"201901291141261607583,201901291141261607588","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10476/THUMB/40_艺10476-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10476/THUMB/40_艺10476-F-01.jpg",瓷器,壶,清,乾隆,1765.5
清道光粉彩开光海屋添筹图如意,9a45d62fd68942d896d5fd54b8ee826b,"201901291141261609300,201901291141261609299","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10757/THUMB/40_艺10757-C-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10757/THUMB/40_艺10757-A-01.jpg",瓷器,NA,清,道光,1835.0
清乾隆仿松石绿釉夔龙纹洗,9c79c97f9d03470a9aeccab342a752c2,201901291141261607869,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10524/THUMB/40_艺10524-A-01.jpg,瓷器,洗,清,乾隆,1765.5
清乾隆青花粉彩花鸟人物纹鼻烟壶,a377b4d613d14a8f96bd29490a4b1c0d,"201901291141261608048,201901291141261608049,201901291141261608053","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10553/THUMB/40_艺10553-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10553/THUMB/40_艺10553-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10553/THUMB/40_艺10553-F-01.jpg",瓷器,壶,清,乾隆,1765.5
清乾隆青花饕餮纹尊,a3d7fb6345304ac9b3fa085d719f8195,201901291141261607608,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10480/THUMB/40_艺10480-A-02.jpg,瓷器,尊,清,乾隆,1765.5
清光绪蓝釉描金皮球花纹赏瓶,a7cc14b4ef564d0e9e4c546267b90f8b,"201901291141261610090,201901291141261610095","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10884/THUMB/40_艺10884-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10884/THUMB/40_艺10884-F-01.jpg",瓷器,瓶,清,光绪,1891.5
清乾隆仿木釉纹碗,a9f6645c16324392bd68a44a356b0ded,"201901291141261607857,201901291141261607859","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10522/THUMB/40_艺10522-A-04.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10522/THUMB/40_艺10522-F-01.jpg",瓷器,碗,清,乾隆,1765.5
清乾隆蓝釉描金山水纹盖罐,aaab46a6e4e2462fb31e06c6fe8ade35,"201901291141261608189,201901291141261608194","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10577/THUMB/40_艺10577-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10577/THUMB/40_艺10577-F-01.jpg",瓷器,罐,清,乾隆,1765.5
清乾隆粉彩观音像,ab3ba207ac204b93bc0ec8d863cee912,201901291141261607994,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10544/THUMB/40_艺10544-A-01.jpg,瓷器,像,清,乾隆,1765.5
清光绪蓝釉盖盒,ad3d72a27bea4b67823af8b63f40575b,"201901291141261610158,201901291141261610159,201901291141261610163","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10895/THUMB/40_艺10895-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10895/THUMB/40_艺10895-A-02.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10895/THUMB/40_艺10895-F-01.jpg",瓷器,盒,清,光绪,1891.5
清雍正茄皮紫釉暗刻缠枝石榴纹盘,ae85310f6ac644b3ae53906bd9389f0b,"201901291141261606480,201901291141261606485","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10294/THUMB/40_艺10294-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10294/THUMB/40_艺10294-F-01.jpg",瓷器,盘,清,雍正,1728.5
清乾隆粉彩葫芦形“斋戒”牌,afbebc61a4da4702982941ea03b64638,"201901291141261608022,201901291141261608024","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10549/THUMB/40_艺10549-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10549/THUMB/40_艺10549-A-03.jpg",瓷器,NA,清,乾隆,1765.5
清乾隆粉彩描金佛像,b17bb5e1692c4806b287d5db51de69a8,201901291141261615142,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11699/THUMB/40_艺11699-A-01.jpg,瓷器,像,清,乾隆,1765.5
清雍正祭红釉长颈瓶,b4c9c0370deb44fd84c5324b3c768c0c,"201901291141261606732,201901291141261606735","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10335/THUMB/40_艺10335-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10335/THUMB/40_艺10335-F-01.jpg",瓷器,瓶,清,雍正,1728.5
清雍正旧玉釉盘,b68b306a03b9402ba3b10dc45f95ac23,"201901291141261606401,201904260954231219","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10280/THUMB/40_艺10280-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_c6b0eaa04e3b438cafea465ee03fa152.jpg",瓷器,盘,清,雍正,1728.5
清嘉庆青花红彩瑞兽纹大碗,b6fd7c56c7904252947f4d91ef19ff02,"201901291141261608459,201901291141261608463,201901291141261608464","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10620/THUMB/40_艺10620-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10620/THUMB/40_艺10620-B-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10620/THUMB/40_艺10620-F-01.jpg",瓷器,碗,清,嘉庆,1808.0
清雍正青花花卉纹盘,baff3a906dc84d1caf4507dd53ddac57,201904261007221224,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_9c34a7cfd1654a55931bef58d88f061b.jpg,瓷器,盘,清,雍正,1728.5
清乾隆祭红釉水盂,be70596c7c2c4d4799b08c3cfd81803f,"201901291141261608124,201901291141261608129","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10566/THUMB/40_艺10566-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10566/THUMB/40_艺10566-F-01.jpg",瓷器,NA,清,乾隆,1765.5
清乾隆红彩花卉纹碗,bfe53846f30e4a5bb5a88513b8c88246,"201901291141261607503,201901291141261607508","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10463/THUMB/40_艺10463-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10463/THUMB/40_艺10463-F-01.jpg",瓷器,碗,清,乾隆,1765.5
清雍正粉青釉鼓式花插,c16ec269c50e4f1eafe86337ba05fdff,"201901291141261606556,201904260956321220","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10306/THUMB/40_艺10306-D-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_adc1c5c9a16e496e961ab7bb59b25959.jpg",瓷器,NA,清,雍正,1728.5
清乾隆仿官釉八卦纹琮式瓶,c25f426938d643c4a3352ae13e77dc7b,"201901291141261614613,201901291141261614618","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11613/THUMB/40_艺11613-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11613/THUMB/40_艺11613-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清道光青花加紫缠枝莲纹洗,c273d1573be441db92c6d1d5e9ca5f0f,"201901291141261608961,201904261029501231","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10702/THUMB/40_艺10702-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_a8854825521e45ddb3878140f4aeca03.jpg",瓷器,洗,清,道光,1835.0
清光绪粉彩松鹿纹瓶,c4360b84d66d4a729edee792331341c3,"201901291141261609749,201901291141261609754","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10829/THUMB/40_艺10829-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10829/THUMB/40_艺10829-F-01.jpg",瓷器,瓶,清,光绪,1891.5
民国粉彩哪吒现身图瓶,c44c3d8b44a04d8596d8ad8fadb3b8b7,201901291141261610211,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10903/THUMB/40_艺10903-A-01.jpg,瓷器,瓶,民,民国,1930.5
清雍正五彩龙凤纹盘,c45f46d74df2447ebeb18b5cf8b92678,201901291141261607237,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10418/THUMB/40_艺10418-A-03.jpg,瓷器,盘,清,雍正,1728.5
